;SKIL;VISL;MARK;MSGM;VISM;MLRT;PANW;AREN;GAXYQ;GOOGL;DTII;FTNT;SBIG;ASTC;NSSC;APLD;ACMR;APYP;AVCTQ;DPSI;PLUS;ANET;GTCH;MCHP;SATT;AVNW;CSGP;DTST;VRNS;AMPG;SWI;SEII;WYY;AAPL;POWI;ZRFY;VRME;GRPN;HPTO;GIFT;STTH;LFER;GZIC;LGIQ;WSTL;QUIK;GIGA;OMQS;TGHI;FALC;SPSC;IPWR;DIRV;PSYC;DSGT;FUBO;BLIN;DELL;HEAR;AEYE;ICLD;ADGO;WDDD;NEON;INAPQ;AEEX;XRX;PALT;DZSI;SRAX;FNCX;VMEMQ;RTNB;LEDS;PRKR;ACLS;COYNQ;ELON;NFLX;ANIX;SDCH;CPAH;YPPN;QRVO;RBBN;DROP;MMPWQ;IDN;ADTM;ACIW;INVE;UBIQ;CTSH;PEGA;MANH;TCX;SHSP;MFON;AFOP;VUZI;PULS.1;IGOI;CRM;APPS;TRMB;MRVC;DLGC;THQIQ;NTWK;SATCQ;AUTO;ASUR;MOVED;PWAVQ;LVLT;RNWK;AMBTQ;PKT;COHR;PLCM;ORSX;WESTD;MSI;RFIL;AGNUQ;ESLRQ;NATI;PRGS;ATNY;INUV;RVBD;KEME;WAVED;ONSM;TESS;TXCCQ;OCLR;NETL.1;PRVTD;DTRM;VTSS;XCRA;ANLY
T+13;-22.9208;-209.5967;-389.5674;47.5676;-27.7806;-38.8931;-765.3831;35.3264;-54.2959;-18.564;48.9931;107.8499;;-57.2016;-48.8734;22.8768;30.746;12.3033;10.6138;;20.4541;-119.4186;25.6631;63.5705;;21.6977;-40.9808;98.1246;12.5037;-88.8242;-25.13;112.8483;85.1906;-58.0684;;-64.4325;-14.206;-5.9456;-139.9362;-3383.1463;26.4436;-1.8833;-2425.7544;154.0796;-11.8573;-2.4304;-1193.9757;25253.5104;50.871;77.5987;48.5802;140.3552;-74.0375;-23.7999;-34.2755;40.5927;138.208;11.7988;340.1259;42.8892;41.4633;1053872.1136;-51.265;-127.8005;-6.4245;73.614;;;130.0797;18.334;244.7824;43.26;476.3122;152.4641;-32.3808;-2.3192;220.9175;-221.493;123.7795;-668.2234;10.9643;485.4344;67.1638;47.358;2.3332;6.8596;1340.2598;;61.1508;-23.6663;151.732;-31.2856;89.0268;-25.091;49.9691;55.9956;-470.9327;-53.926;-7.9238;-7.1152;33.7308;76.2935;-36.0913;-22.2089;83.0625;-25.6682;272.0589;120.0942;85.9733;217.5623;;-8.7888;16.3134;21.0386;-87.7025;;904.9035;75.8209;74.9864;-0.9086;-251.9709;265.9144;71.4057;96.3596;-398.8162;-28.7169;16.63;-9.3905;;-647.2683;46.4014;4.129;-8.3158;181.1183;44.9926;-146.5286;257.5501;1.3898;;340.8242;;31.6958;-179.6215
T+14;-20.2149;-120.4608;-386.2716;40.9448;-27.2186;;-716.3233;34.989;-54.397;-15.3436;51.7346;107.8865;2.2093;-60.7001;-49.474;;29.6571;8.5945;10.7265;425.9912;20.3206;-113.871;23.7083;66.1377;-851.4474;20.0195;-40.979;98.8791;13.1045;-89.6883;-15.6331;112.8482;95.4741;-58.471;22.6693;-65.5721;-14.205;-7.3609;-140.7671;-3632.2799;25.7345;-3.3392;-2673.6291;154.3691;-14.3714;-2.6435;-1195.2965;;48.7609;77.6932;49.1606;138.795;-73.7001;27.3091;-17.4254;81.7583;137.8553;12.5939;347.6724;43.3046;41.7577;1032436.2143;-43.776;-127.3138;-6.4805;19.6312;31.6757;-91.1291;125.6011;;242.9692;43.0622;479.1505;154.8105;-27.9918;-2.1177;165.0578;;123.7861;-528.9494;10.8946;484.8302;;46.284;1.285;;1339.265;174.1004;32.2395;34.3932;152.2857;-31.4793;89.5552;-24.8991;49.6832;;-470.4355;-53.9137;-8.0496;12.7437;35.0449;;-36.3795;-24.8602;79.5567;-19.9076;273.5899;121.0362;85.9724;216.6853;2.1623;-14.8473;16.3638;18.9197;-86.2947;-13.9047;1129.591;66.6569;74.8472;14.2752;-308.3589;265.531;69.1157;85.8491;-388.8018;-27.7476;18.3569;-9.3164;756.2789;-731.5056;48.4976;3.925;-8.0432;189.3896;43.9374;-147.749;261.8175;1.9703;276.6077;378.7327;7.6392;41.6823;-111.5294
T+15;-21.7273;-209.5545;-392.388;40.4655;-28.2012;-38.3244;-737.4319;35.303;-54.4886;-17.3442;48.3727;106.5278;1.3753;-59.1917;-49.4266;22.2953;30.3417;12.1464;10.5748;417.3478;18.5498;-116.1062;-30.0096;65.476;-905.3537;22.54;-40.9523;123.0001;13.4834;-88.5683;-24.1557;113.8017;84.7829;-61.1276;22.7622;;-14.6323;-6.2294;-140.8887;-2746.7779;26.4675;-3.6276;-2404.9213;;-12.2043;-1.4485;-1191.0025;26416.1305;49.1181;78.4168;45.0699;150.9244;-73.6124;-24.6617;-17.356;33.9406;138.4178;13.9241;340.4551;36.0016;;;;-126.9393;-6.9322;;50.4699;-88.5515;135.5972;18.5159;255.687;43.1543;476.3895;152.4294;-28.1303;1.7602;;-218.7671;123.8227;-521.8958;10.9124;485.2687;67.0079;46.9555;1.9403;6.9354;1338.5345;174.0786;32.4735;-23.6939;154.1046;;88.7471;-24.8862;49.9524;55.5288;-471.0039;;-7.2551;2.1457;35.1646;67.2888;-36.628;-23.6921;78.3427;-25.5815;;120.5213;;216.916;5.6688;-15.5775;15.4934;120.2003;-87.1105;-61.5195;1130.0147;69.4986;74.7287;13.65;-251.5281;264.5833;;64.8448;-368.7891;-28.8879;18.2861;;802.6388;-647.6208;45.3094;-13.9677;-16.6204;180.5774;45.4778;-124.3194;257.1096;1.9284;364.014;380.5856;;34.6739;39.897
T+16;-37.9212;-201.6048;-362.6;35.8253;-25.8904;-38.2129;-650.4148;35.3889;-54.0894;-13.3254;;107.6737;4.1146;-58.5266;-84.9454;22.6798;;6.7661;10.7116;425.9292;20.3121;-116.9416;;62.9381;-904.0095;14.629;-40.9653;121.6681;13.9091;-88.0944;-27.7275;113.7218;84.4793;-62.9678;22.2305;-61.9705;-14.2704;;;-3160.6875;26.252;-6.704;-2510.3466;161.0032;-12.5922;-2.2884;-1193.4721;25102.3143;49.1293;77.5377;49.6713;140.5904;;-20.1389;;37.471;140.3233;;342.1469;43.5852;45.0281;;-51.3561;-136.8982;-1.8301;-21.7869;53.1712;;132.0105;18.6331;;43.0341;475.8803;149.5534;-32.489;-1.7359;;;123.841;-600.3794;11.0321;489.3646;67.0715;45.8935;0.9038;;1340.2771;174.2921;32.3707;-23.224;154.8513;-31.2933;88.9067;-10.3253;49.9476;56.0924;;-53.8653;-7.7027;-22.4727;35.1014;67.8213;-36.6696;-26.8783;88.2492;-25.4403;271.3919;120.5755;85.9722;218.8742;-4.5084;-16.5926;15.0634;19.3456;;-65.1762;1130.2403;66.3582;75.1583;;-260.4225;265.4585;62.0996;88.805;-391.6182;-29.0668;16.7366;-9.4974;790.3235;-652.9478;44.839;3.8458;-7.9973;179.755;43.6509;-139.2676;256.8303;-3.4415;341.5523;344.4986;7.0553;41.9206;117.6175
T+17;-21.825;-207.5678;;40.6607;-27.8189;;-690.0672;37.4503;-54.5594;-26.0266;;107.123;1.5438;-55.438;-49.3112;24.2391;6.1012;9.9547;10.5806;419.0241;20.0741;-120.9165;23.5145;63.4999;-906.6103;16.7697;-40.9627;16.6941;12.6223;-88.6882;-26.6503;113.5838;89.2792;-60.0574;7.1309;-64.9498;-14.473;-9.3313;;-36065.9642;33.9237;-3.3729;;153.1449;-12.2885;-2.5287;-1196.2565;69092.5516;49.2305;77.1233;48.8173;140.2856;-85.4338;-26.5084;-17.3672;40.7375;137.0945;13.1203;339.5016;43.3272;41.8507;;-55.5547;-127.8921;-8.0194;21.922;49.9477;-90.7016;135.476;;248.1811;43.0441;477.4017;152.6061;-28.2883;;163.458;-221.3635;123.7935;-523.6237;10.9194;485.2707;67.6657;46.9287;1.9142;7.6178;1339.1122;174.1834;32.2523;-23.4304;152.2065;-31.2686;89.0007;-24.8493;50.3562;56.0255;-473.3311;-53.9097;3.6906;-1.5964;35.1424;;-36.495;-24.4515;78.5383;;273.0828;120.1861;85.9744;216.3916;0.9841;-15.5031;16.0089;30.3133;-87.0385;-53.6301;1128.0011;64.4494;70.7522;4.1524;-248.4583;265.7776;69.4713;83.7143;-386.7679;-27.8332;17.3802;-9.5719;;;43.8956;;-4.8348;204.0113;46.9284;-147.2369;257.3208;2.0341;244.5263;382.7643;7.0845;37.8339;144.7872
T+18;-31.2125;-210.2684;-399.564;40.8911;-28.2994;-37.7807;;35.6669;-54.391;-18.539;48.7114;107.7983;1.481;-59.4276;-49.1081;22.6128;30.6705;8.293;10.779;425.459;20.2946;-114.1829;23.6469;62.0006;-916.3782;20.6231;-41.0045;97.6824;12.9257;-86.3894;-22.1232;;87.2447;-52.5759;21.9529;-61.46;-13.6778;-9.4141;-141.0077;;25.9304;-4.878;-2276.2115;156.228;-11.7197;-2.4078;-1193.1791;25119.4947;48.8573;;48.8837;142.4339;;-28.0785;;25.0571;137.8886;10.4954;340.1609;;42.2906;;-52.1621;-127.2025;-6.4153;17.2645;22.2593;-186.2244;151.188;18.6343;243.3474;43.0846;;152.4681;-51.6601;-1.9291;-415.1451;;123.8737;-500.7079;11.4193;486.6935;67.0718;47.1876;2.1669;6.9174;1493.2619;174.0721;63.5725;-23.6684;153.1347;-31.3156;89.1565;-25.0545;49.8546;55.9783;;-53.8789;-7.6026;8.3335;35.0354;72.0212;-1.5773;-22.3582;78.1168;-25.7026;273.5799;118.5686;85.9723;216.6772;5.1867;-0.23;15.2503;;-87.0344;-63.3163;1120.2424;66.6152;75.1819;10.7304;-251.9473;264.0644;69.3233;-16.2271;-291.5444;-28.7116;19.3994;-15.5139;802.1264;-646.2017;47.0108;;1.8949;181.3315;45.0894;;247.9039;8.5324;320.9329;377.2146;1.5839;56.5909;283.4661
T+19;-21.1898;-211.2832;-388.2472;42.3131;-27.2904;-37.7173;-721.5936;35.2784;-54.2962;-55.4219;56.9673;108.0785;1.5184;-56.2329;-50.0221;20.7311;38.1634;8.0386;10.6614;396.6555;20.6793;-117.8868;24.0494;52.4314;-929.6654;19.0783;-40.9627;128.2375;13.471;-88.8121;-24.274;97.4839;94.6831;-58.507;22.7698;-67.4871;-14.0746;-9.4092;-139.4213;;26.3511;-3.3222;-2437.956;153.5842;-9.9992;;-1194.5859;24522.472;48.9415;77.6789;267.2735;140.0174;-73.7819;-24.0994;-18.2839;;138.25;13.8533;-77.9957;42.7313;36.5445;;-51.53;-127.2431;-7.1022;24.1767;53.5354;-95.4965;132.6647;17.9609;;;476.7898;143.6593;-28.92;-1.4842;172.9977;;123.8121;-506.9067;;485.1323;67.2782;47.1964;2.1755;8.0252;1338.9149;174.1813;32.4348;39.2586;152.0175;-31.308;86.9122;-25.0173;49.9209;55.9655;-470.8547;-53.9645;;6.3198;35.1651;70.1128;-36.4219;-22.0081;79.7531;142.2941;285.0379;119.4884;85.9725;212.8679;0.9825;-15.458;18.0055;-4.4828;-86.2039;-70.1789;1129.0815;65.785;73.8083;34.2808;-261.1694;264.5728;69.4143;82.2117;-385.3362;-29.0816;17.0241;-9.3709;900.9107;-646.3787;50.046;4.0517;-7.9162;181.323;47.6036;-145.5801;253.9119;2.1545;;382.2214;4.7833;38.8436;-74.4559
T+20;-21.6825;-208.1901;-390.7546;41.2685;-27.9974;-38.1905;-727.7747;35.8069;-54.3577;-18.1445;50.7428;107.5756;0.1279;-57.1723;-49.7817;22.657;31.2722;;10.7227;;20.2974;-121.7205;23.6312;66.8395;-911.329;19.2366;-40.9433;133.5135;18.4035;-89.3937;-19.9544;113.1954;97.4667;-60.2936;21.0623;-64.6219;-14.2485;-11.6269;-141.6907;-3066.8249;27.7542;-3.7795;-2450.3283;149.3808;-12.2216;-4.044;-1186.695;20489.4481;48.4962;;48.9182;140.4659;-73.386;-11.6648;;39.2486;140.5655;13.328;340.0771;42.8665;41.4889;1099152.0135;;;-6.6107;;60.8288;-95.0713;131.3456;18.5462;243.2972;43.1419;481.3735;152.6747;-27.7394;-11.1341;;-218.7177;123.8013;-523.885;10.9191;487.4969;67.0517;46.718;1.7086;6.9453;1338.929;174.1488;32.2311;-23.3017;190.0157;-31.2813;88.9127;-24.8854;49.4382;55.9832;-471.0902;-53.9125;-8.2074;-1.097;34.9996;81.0234;-36.6412;;77.7615;-25.7722;275.6158;120.3441;85.9724;219.2722;2.0884;-25.7237;17.3487;19.0317;-87.462;-65.7536;1128.4076;66.3974;75.3263;13.8682;-249.1865;263.9172;67.7746;110.8932;;-29.6025;16.6515;-11.2227;;-651.3534;42.5316;3.7409;-8.7854;183.0226;44.9249;-148.0193;257.115;1.4569;;;7.2112;29.7382;176.7301
T+21;-29.6659;-210.0914;-389.6053;41.598;-25.3011;;-869.8212;35.1766;-54.4288;-17.7785;48.1333;107.7303;1.3006;-57.0684;;17.4004;30.6181;9.1708;10.7321;426.9999;20.6047;-121.5644;23.9149;;;37.2424;-40.9609;112.525;13.8284;-90.5957;-25.5535;;;-62.2293;21.3727;-66.4595;-12.8206;-9.7487;-142.735;-882.9037;26.3482;12.5032;-2436.2714;154.111;-12.3692;-2.0208;-1192.2409;25594.0213;48.0588;77.7154;-28.6296;140.431;-74.2859;-22.166;-17.451;44.0755;138.6535;18.4693;338.7508;43.1073;42.3102;1032089.0096;;-127.2106;-8.1304;11.7152;52.6617;-92.1126;137.4766;18.6532;271.0857;43.1035;477.8875;152.6404;-31.7341;-1.1266;80.0963;;123.822;-557.7411;;485.3428;67.3948;46.8743;1.8611;6.6753;;174.4335;32.3043;-23.711;151.483;-31.2552;89.1476;-26.9416;49.9308;56.0;-471.1538;-53.9075;-8.2744;-4.244;35.0879;69.7708;-36.8002;-317.5611;79.819;-26.2619;;;85.9723;216.7455;11.476;-15.3398;15.8004;60.8366;-87.1833;-73.4526;1218.9206;63.8893;76.249;10.8352;-249.6799;265.2305;70.9051;94.2131;-396.771;-28.5252;19.2211;-9.7182;;-643.9698;;3.6803;-7.5402;;44.6749;-135.324;;2.1024;;381.4538;13.6451;34.613;-82.996
T+22;-22.0651;-206.1504;-611.3147;40.7611;-27.3742;;-751.7348;35.4478;-54.637;-24.2934;47.4574;106.0719;0.737;-58.2498;-49.7672;;29.1334;4.4097;10.3786;427.7398;20.3183;-115.5879;;91.4725;;19.4546;-40.7635;151.4965;14.2616;-88.7089;-27.9227;112.7364;90.9989;-59.0088;21.5585;-66.1138;-13.8579;-10.8001;-142.3449;;25.3386;-4.4622;-2348.3539;154.4728;-11.0912;-2.5188;-1193.8282;25176.8029;48.2857;78.7771;49.5894;25.7386;-73.8593;-25.2923;-16.2003;;138.2377;13.1541;331.125;43.613;42.0559;;-51.3304;-127.5994;-6.8895;-6.6853;15.865;-85.8643;;18.609;246.932;44.1779;;152.475;-27.9443;-1.6856;;;123.8507;-523.2376;10.9403;485.9604;67.0823;47.0748;2.0568;6.6661;1337.5432;174.1538;32.6129;-23.5638;151.8893;;88.5127;-24.8652;51.432;56.1299;-471.0657;-52.9011;-7.5429;2.1785;35.2931;71.4296;-36.5066;-24.0942;81.7215;-25.858;273.2528;119.1156;85.9715;216.629;-0.4256;-11.6535;13.3216;18.7749;-100.5038;-61.3635;1127.5716;66.776;75.2021;23.631;;264.8444;71.0222;112.1802;-413.89;-28.8992;17.3912;-3.7814;799.1934;-647.7273;78.8762;3.3766;-7.2801;189.7208;52.0481;-148.366;256.4491;2.811;762.3727;362.7089;5.4938;38.6037;63.4746
T+23;-23.581;-207.9609;-389.7103;41.2185;-27.8462;-37.1481;-755.2501;34.3298;;-18.9608;48.7667;107.3222;1.4282;-62.0435;-48.7446;21.1822;30.6592;7.4031;10.6903;425.3444;21.6002;-120.3675;23.6219;61.4526;-903.028;;-40.9494;124.7598;13.3679;-92.9798;-24.9541;112.7132;97.2585;-62.357;22.7849;-67.2448;-12.6428;-6.6731;;-3615.1705;26.2901;-3.5693;-2437.3425;154.0617;-12.3636;-2.403;-1193.0297;24997.7065;48.7453;77.6398;49.2881;140.4129;;-26.1051;-17.4569;40.6597;135.2166;13.3663;340.6956;42.6359;41.7453;1024397.9773;-50.386;-127.3819;-5.435;;82.0051;;131.4659;18.64;242.5178;43.0796;;155.6533;-29.2339;-1.5006;197.3419;;123.7775;-530.6412;10.9571;485.259;67.1719;46.9293;1.9148;7.1651;1341.7873;174.5871;32.1951;-22.9439;150.8116;;89.4522;-24.9401;49.8715;56.0075;-470.9821;-53.8992;-7.3983;-5.644;35.1191;60.3524;-36.8561;-22.2477;79.2328;-25.5706;274.0049;120.0607;85.9723;286.6302;0.9435;-16.1919;15.1901;19.1401;-87.2394;-66.8953;1128.2533;70.9964;75.6034;5.3128;-257.1753;251.8326;70.2011;87.9952;-390.8467;-29.6464;16.6205;-9.898;815.3177;-653.6762;49.3155;3.9339;-8.1514;181.2926;45.1542;-146.5987;257.4294;0.9955;337.9644;380.4394;6.6268;25.8191;-608.7872
T+24;-22.2127;-210.3901;-409.4837;39.5306;-30.9156;-38.2117;-729.0139;34.8393;-54.6953;-27.0388;;107.8464;1.7149;-60.4751;-49.1855;22.0654;34.3815;;10.8659;419.8784;;-120.4542;23.4943;-763.4926;;20.4293;-40.9636;433.8593;13.8959;-89.1205;-36.4466;113.5734;93.6821;-62.4521;23.6344;-65.4927;-14.7414;-8.7323;;;25.6119;-0.5913;-2441.3078;151.4906;-12.5003;-3.1419;;13374.1996;49.8824;78.0011;46.9808;181.1389;-73.4927;-24.0518;-17.521;265.5838;138.2119;9.8469;;43.2838;43.6323;1028611.3411;-62.7211;-128.8271;;;52.6054;-115.3509;131.9679;16.1044;244.339;42.966;;152.7572;-28.9677;48.8973;;-218.4986;123.808;-1540.4826;10.862;486.4677;67.0701;45.57;0.588;7.0021;1339.1339;174.1516;;-23.7832;151.9252;;88.9912;-24.1848;49.9123;56.0097;-470.3345;-53.8204;-7.6846;;35.0364;70.4209;-37.2062;-20.9082;790.4952;-26.4968;268.4273;120.3385;85.9724;216.6064;-17.3181;-15.8926;15.834;-72.684;-88.6818;-62.3519;872.2534;66.6818;75.3073;4.9164;-251.984;264.9466;68.1711;91.9937;-394.6564;-28.794;15.5355;-9.038;800.8389;-647.186;46.4283;5.0951;-8.5611;181.9991;45.1516;-146.9949;252.3269;2.2636;-165.7095;557.1221;;38.2589;27.2844
T+25;-22.3445;-208.858;-394.6517;40.7827;-27.7761;;-746.1946;35.3753;-54.3804;-15.994;50.8206;107.9822;1.2002;-58.4077;-49.3799;22.6756;30.2227;-98.5813;10.7555;425.6914;20.2497;-124.0657;23.8014;59.9147;-916.7638;26.4079;-40.9217;112.9507;13.0866;-88.4622;-24.3344;113.0823;92.2899;-60.9489;22.2909;-67.3806;-13.7438;;-141.4535;;26.4748;-3.5755;;154.093;-12.1563;-3.5675;-1203.8339;;48.9812;78.2813;49.7839;140.0604;-74.119;83.4306;-16.6682;42.425;139.122;13.087;342.9877;38.1997;;;-52.1071;-127.5903;-5.43;;60.5059;-93.9853;140.6011;18.6013;243.0635;43.0923;;152.5322;-27.8606;-2.9557;;-218.7;123.7474;-515.3827;10.9018;;67.2455;46.9286;1.9141;6.7929;1343.3306;174.0052;44.4846;-23.6662;138.0701;-31.2804;89.2483;-24.889;;55.8241;;-53.9065;11.0094;5.59;;63.548;-36.4442;-23.3812;78.7236;-25.9357;273.576;126.7428;85.9723;201.5336;13.3842;-11.733;;19.0999;;-61.6924;1127.4828;14.2637;76.5198;10.4273;-233.3983;262.8942;70.0457;492.1505;-775.923;-28.9751;17.7795;-10.2516;796.5008;;46.3731;3.9431;-7.963;180.9906;45.6682;-140.5022;257.5688;0.2192;328.6346;385.6749;;18.9967;353.6284
T+26;-20.7033;-216.8647;-387.9345;40.6593;-26.8298;-37.9202;-716.1529;;-54.2535;-18.3319;;107.7192;1.3585;-47.6995;-50.2827;22.6275;30.6335;8.8404;;430.1655;20.2168;;23.5294;58.4768;-916.8871;22.9106;-40.9557;127.6936;13.8658;-89.0738;-21.4272;114.1769;-435.4565;-61.586;18.8372;-64.1523;-14.3836;-2.2244;-140.6331;;26.7356;-5.7182;-2423.9047;154.209;-12.3149;-2.4708;-1190.4742;-50931.2037;49.667;;51.105;140.2186;-73.8637;-24.8097;-17.4622;44.7097;138.0739;13.6394;358.4089;43.2987;42.0283;;;-127.336;-8.3752;;62.1283;;154.9035;18.6578;347.692;40.6763;;153.6266;-28.2578;-1.0641;171.2526;-217.3325;123.7572;-520.3979;10.8786;485.8266;67.0781;46.4564;1.4532;6.9447;1339.2397;174.1626;32.2005;0.9082;152.1543;-31.2795;88.9195;-27.333;49.9935;56.052;-470.9335;-53.773;-7.9351;10.3666;35.115;68.5178;-36.4686;-20.4379;74.8874;-25.8861;;121.4764;;216.2952;1.271;-14.5952;16.3487;22.784;-84.1054;-65.9079;1130.5062;67.009;75.1243;66.8348;-249.5077;;70.7292;64.0353;-368.0178;-32.5308;17.0006;-9.7456;809.4227;-647.2692;51.3908;4.4563;-10.7109;212.7253;44.4726;-148.007;256.8584;2.1531;382.701;377.9933;-3.9017;;178.9142
T+27;-22.677;-209.1865;-385.4104;40.9745;-27.9324;-38.3101;-786.8032;35.3237;-54.3587;-20.4493;46.5776;108.2105;-0.3387;;-49.1166;58.7145;30.9498;41.6011;14.6643;419.7101;20.3234;-115.9762;23.6198;60.5098;-931.0339;19.1138;-40.9493;121.7531;13.7546;-87.565;-15.4178;;91.4119;-59.2565;21.5751;-64.6214;-14.2632;-7.6078;-141.6179;-2820.6828;25.8086;-3.6987;-3000.7412;157.3753;-11.9781;-1.9527;-1193.7625;24870.8145;48.5842;75.7931;47.6314;141.4303;-73.8245;-24.534;-16.9936;41.0686;135.6976;11.4249;340.6557;50.3021;41.4566;1024771.7876;;-122.7525;-7.6744;20.4955;43.7376;-94.579;133.9523;18.7142;244.6574;43.1044;477.561;152.3814;-36.474;;240.0412;-218.6975;123.7746;-548.1519;;485.2408;67.1524;46.9745;1.959;8.3627;1338.2166;173.4761;32.2085;-23.7723;;-31.2954;88.7774;-24.8698;49.9513;56.0219;-471.8591;-53.9249;-7.8951;2.8764;35.1412;-26.1408;;;79.6173;-25.6929;273.3944;119.7877;85.9724;216.6017;0.7128;-15.255;16.0772;-3.5962;-87.1981;-76.613;1130.092;67.1085;73.0843;6.4461;-251.9013;264.8499;67.0596;83.7264;-386.7794;-29.0286;15.4439;-1.9949;815.2243;-650.139;44.3864;-0.439;-8.2482;180.8207;;-147.1846;257.0177;1.3823;332.669;379.9673;6.7203;43.8987;35.8849
T+28;-21.8894;-194.7315;-393.1039;36.0457;-27.864;-36.8232;-727.8419;37.1487;-54.6697;-11.221;47.849;107.3066;0.9409;-65.3515;-50.0503;22.5102;32.6186;11.4714;10.7025;426.5319;20.5667;-114.3076;23.5015;66.6901;-917.2387;14.8204;-40.963;68.7308;13.8124;-88.7429;-24.8503;;90.6483;-58.3848;22.3999;-63.2385;-14.657;-1.3019;-149.3341;-3204.0929;26.2419;-5.1381;-2411.7224;153.7;-15.9481;-2.2278;-1192.9982;;;77.7474;49.3336;139.9582;-73.0728;-28.2022;-17.3896;30.1021;138.4412;13.45;339.6193;43.6498;41.5814;;;;-6.3162;-20.7697;53.014;;136.2751;18.6839;242.3281;43.2524;476.7194;152.4765;-28.1362;-1.9421;176.5233;-219.1976;123.7791;-562.0847;;483.9282;67.0675;46.1898;1.193;6.9454;1338.1817;174.1293;32.1473;-23.7563;;-31.3727;89.0543;-25.1027;50.1537;56.2412;;;-7.2853;416.4683;35.0877;65.7675;-36.6607;-23.9065;75.0602;-26.3685;274.2903;120.1557;85.9723;217.3337;336.2991;-19.8139;17.9804;17.1567;-92.6963;;1124.6166;67.1614;75.1699;10.2697;-241.803;262.7218;68.1485;108.5131;-410.396;-28.0082;17.2196;-9.8685;805.9937;-643.9696;46.2442;3.9587;-7.9952;169.1196;45.1423;-128.6861;254.4082;2.4946;277.7482;388.4943;7.2395;40.1486;494.0897
T+29;-20.3888;-201.936;-388.3748;41.2668;-25.4876;-37.9664;-713.1519;35.6316;-54.4089;-22.0851;45.2949;107.7478;1.4774;-55.2745;-49.7757;22.3039;30.3082;8.6116;9.4942;426.001;20.3079;-121.0524;23.9717;60.2691;-919.8596;16.8418;-40.9557;129.8252;13.4156;-87.3955;-3.4986;112.9202;82.3019;-57.3325;23.2935;-64.0836;-14.047;-12.1926;-140.9489;-3812.6921;60.6892;-3.3068;;170.5695;-11.6444;-2.3231;-1197.8769;24722.029;48.8794;77.4166;47.343;139.2644;-78.9165;-19.8643;-17.7936;39.6125;138.1118;12.9195;339.8357;43.2361;43.043;1030833.3129;;-127.2751;;55.9795;41.4762;;134.3453;18.639;239.9988;43.1308;470.8668;156.0586;-18.0654;-1.7177;190.2992;-218.6046;123.794;-526.0132;;484.3334;;46.9047;1.8908;7.438;1340.0722;174.2138;32.3116;-23.8792;153.48;-31.2266;;-24.8372;49.9443;56.0174;-470.873;;-7.5983;3.9992;35.1529;74.1371;-36.5734;-23.7014;78.1064;-26.3374;273.7401;120.5761;85.9691;216.1914;0.6043;-13.7711;15.832;16.9748;-87.1643;-13.0099;1128.0602;66.6358;100.5081;15.7486;-256.2595;265.4869;66.7443;91.5682;-394.251;-28.6016;16.8424;-10.1329;797.7312;-647.3886;47.2545;3.4729;-150.3665;144.2202;45.3571;-147.7545;257.4245;2.3262;;381.7794;-2.8721;37.6673;48.2421
T+30;-21.5465;-209.5164;-398.1773;41.0737;-26.0652;-38.2267;-744.0;35.6767;-54.6213;-18.1916;53.367;108.1589;1.6163;-58.436;-49.8061;23.2325;30.7325;2.1201;10.6055;;20.1088;-113.6481;23.7307;64.6256;-910.2923;19.329;-40.9514;131.0796;13.499;-89.1427;-22.7929;114.353;95.5568;;21.8068;-65.0594;-14.7043;-7.0154;-141.5847;-2942.0769;25.9921;-2.7532;;153.3438;-13.3329;-2.725;-1200.6875;;47.5247;;49.2172;141.0887;-73.9378;-23.8172;-17.4441;40.6769;147.6676;4.8118;337.2973;41.1551;41.8691;1011009.7162;;-132.1421;-5.7579;18.6907;57.1949;-82.2092;135.6604;21.1287;241.2495;43.2778;475.0935;;-28.7549;-433.1854;172.0011;-218.2992;123.8477;-586.8807;10.7875;485.1145;66.9358;46.6997;1.6907;6.8975;1339.4547;174.2426;32.4636;-23.5492;151.5628;;88.8686;-24.9394;49.9302;55.3354;-469.7796;;-6.4325;5.2058;34.5112;69.7164;-37.0724;;80.4793;-25.7252;;117.4585;85.9718;212.719;-71.6545;-15.5279;;20.1185;-87.2123;-65.4997;1124.1792;64.8144;75.0117;15.8564;-256.5724;265.3731;69.5573;;;-27.9624;9.4356;-8.6404;800.1837;-624.3695;48.6862;3.5097;-7.912;180.5206;45.0505;-144.4027;257.094;2.6741;320.1741;375.8936;7.8499;74.8184;738.6088
